SequencedSampleID,SequencingType,DateSequencing,SampleContent,BatchID,CurrentConsensusID,SampleID,TimestampCreated,TimestampUpdated
SequencedSample-370490,hospital_sequencing,2021-10-09,RNA,Batch-446476,Consensus-498620,Sample-535736,2025-02-03 14:09:00.411338,2025-02-03 14:09:00.411339
SequencedSample-720592,Panem_sequencing,2022-01-30,RNA,Batch-446476,Consensus-846175,Sample-862284,2025-02-03 14:09:00.411359,2025-02-03 14:09:00.411360
SequencedSample-945202,Panem_sequencing,2024-05-25,RNA,Batch-446476,Consensus-186369,Sample-794656,2025-02-03 14:09:00.411377,2025-02-03 14:09:00.411377
SequencedSample-166207,hospital_sequencing,2021-11-08,RNA,Batch-446476,Consensus-074755,Sample-780065,2025-02-03 14:09:00.411398,2025-02-03 14:09:00.411399
SequencedSample-353075,hospital_sequencing,2024-08-20,RNA,Batch-446476,Consensus-493300,Sample-134823,2025-02-03 14:09:00.411415,2025-02-03 14:09:00.411416
SequencedSample-982624,live,2023-02-12,RNA,Batch-446476,Consensus-774567,Sample-694231,2025-02-03 14:09:00.411436,2025-02-03 14:09:00.411436
SequencedSample-790507,hostital,2022-07-20,RNA,Batch-446476,Consensus-555004,Sample-340321,2025-02-03 14:09:00.411453,2025-02-03 14:09:00.411454
SequencedSample-325200,historic,2021-05-22,RNA,Batch-446476,Consensus-734433,Sample-006768,2025-02-03 14:09:00.411470,2025-02-03 14:09:00.411470
SequencedSample-064499,hospital_sequencing,2023-09-12,RNA,Batch-446476,Consensus-410284,Sample-303550,2025-02-03 14:09:00.411487,2025-02-03 14:09:00.411487
SequencedSample-803841,Panem_sequencing,2024-01-11,RNA,Batch-446476,Consensus-394980,Sample-153348,2025-02-03 14:09:00.411508,2025-02-03 14:09:00.411509
SequencedSample-128395,Panem_sequencing,2022-01-26,RNA,Batch-446476,Consensus-813243,Sample-109934,2025-02-03 14:09:00.411529,2025-02-03 14:09:00.411530
SequencedSample-480102,live,2022-11-14,RNA,Batch-446476,Consensus-333166,Sample-042731,2025-02-03 14:09:00.411550,2025-02-03 14:09:00.411551
SequencedSample-552434,live,2021-06-03,RNA,Batch-446476,Consensus-672627,Sample-144043,2025-02-03 14:09:00.411567,2025-02-03 14:09:00.411568
SequencedSample-387954,Hogwarts_sequencing_sent_to_Panem,2021-04-27,RNA,Batch-446476,Consensus-230489,Sample-421840,2025-02-03 14:09:00.411584,2025-02-03 14:09:00.411584
SequencedSample-612793,hospital_sequencing,2023-11-26,RNA,Batch-446476,Consensus-599050,Sample-278311,2025-02-03 14:09:00.411605,2025-02-03 14:09:00.411606
SequencedSample-221355,Panem_sequencing,2023-09-24,RNA,Batch-446476,Consensus-445070,Sample-174867,2025-02-03 14:09:00.411622,2025-02-03 14:09:00.411623
SequencedSample-380613,historic,2023-02-10,RNA,Batch-446476,Consensus-319846,Sample-794116,2025-02-03 14:09:00.411643,2025-02-03 14:09:00.411644
SequencedSample-433508,Hogwarts_sequencing_sent_to_Panem,2023-05-29,RNA,Batch-446476,Consensus-549521,Sample-701733,2025-02-03 14:09:00.411660,2025-02-03 14:09:00.411661
SequencedSample-397372,Hogwarts_sequencing_sent_to_Panem,2024-02-28,RNA,Batch-446476,Consensus-144325,Sample-223409,2025-02-03 14:09:00.411682,2025-02-03 14:09:00.411682
SequencedSample-501717,live,2021-03-11,RNA,Batch-446476,Consensus-963074,Sample-087237,2025-02-03 14:09:00.411703,2025-02-03 14:09:00.411703
SequencedSample-649266,hospital_sequencing,2024-03-01,RNA,Batch-446476,Consensus-584954,Sample-461697,2025-02-03 14:09:00.411724,2025-02-03 14:09:00.411724
SequencedSample-076434,Hogwarts_sequencing_sent_to_Panem,2022-04-25,RNA,Batch-446476,Consensus-252605,Sample-740101,2025-02-03 14:09:00.411740,2025-02-03 14:09:00.411741
SequencedSample-893959,Panem_sequencing,2023-08-19,RNA,Batch-446476,Consensus-453551,Sample-793959,2025-02-03 14:09:00.411757,2025-02-03 14:09:00.411758
SequencedSample-196238,hostital,2021-11-25,RNA,Batch-446476,Consensus-809429,Sample-642817,2025-02-03 14:09:00.411778,2025-02-03 14:09:00.411779
SequencedSample-606126,hostital,2023-07-30,RNA,Batch-446476,Consensus-887169,Sample-633653,2025-02-03 14:09:00.411796,2025-02-03 14:09:00.411796
SequencedSample-073633,Hogwarts_sequencing_sent_to_Panem,2021-10-05,RNA,Batch-446476,Consensus-170641,Sample-298419,2025-02-03 14:09:00.411812,2025-02-03 14:09:00.411813
SequencedSample-533208,live,2023-07-16,RNA,Batch-446476,Consensus-873266,Sample-028778,2025-02-03 14:09:00.411829,2025-02-03 14:09:00.411830
SequencedSample-995193,live,2022-08-27,RNA,Batch-446476,Consensus-845888,Sample-619171,2025-02-03 14:09:00.411846,2025-02-03 14:09:00.411847
SequencedSample-998522,hospital_sequencing,2021-10-13,RNA,Batch-446476,Consensus-764627,Sample-497514,2025-02-03 14:09:00.411864,2025-02-03 14:09:00.411864
SequencedSample-421372,historic,2021-06-18,RNA,Batch-446476,Consensus-187725,Sample-987926,2025-02-03 14:09:00.411881,2025-02-03 14:09:00.411882
SequencedSample-573646,test,2021-08-31,RNA,Batch-446476,Consensus-099784,Sample-567129,2025-02-03 14:09:00.411898,2025-02-03 14:09:00.411898
SequencedSample-527069,test,2021-02-22,RNA,Batch-446476,Consensus-558906,Sample-307177,2025-02-03 14:09:00.411919,2025-02-03 14:09:00.411919
SequencedSample-290397,hostital,2024-07-15,RNA,Batch-446476,Consensus-881612,Sample-358732,2025-02-03 14:09:00.411936,2025-02-03 14:09:00.411937
SequencedSample-041301,hospital_sequencing,2022-12-08,RNA,Batch-446476,Consensus-884631,Sample-973972,2025-02-03 14:09:00.411957,2025-02-03 14:09:00.411958
SequencedSample-694379,Panem_sequencing,2023-12-30,RNA,Batch-446476,Consensus-029774,Sample-561231,2025-02-03 14:09:00.411979,2025-02-03 14:09:00.411980
SequencedSample-828705,project,2023-06-07,RNA,Batch-446476,Consensus-278621,Sample-292390,2025-02-03 14:09:00.411996,2025-02-03 14:09:00.411996
SequencedSample-154760,Hogwarts_sequencing_sent_to_Panem,2024-03-26,RNA,Batch-446476,Consensus-322868,Sample-070046,2025-02-03 14:09:00.412017,2025-02-03 14:09:00.412019
SequencedSample-970624,project,2022-07-06,RNA,Batch-446476,Consensus-103363,Sample-418551,2025-02-03 14:09:00.412035,2025-02-03 14:09:00.412036
SequencedSample-520158,Panem_sequencing,2021-06-04,RNA,Batch-446476,Consensus-725830,Sample-802874,2025-02-03 14:09:00.412052,2025-02-03 14:09:00.412053
SequencedSample-449141,live,2024-08-31,RNA,Batch-446476,Consensus-222112,Sample-751288,2025-02-03 14:09:00.412069,2025-02-03 14:09:00.412070
SequencedSample-690975,Hogwarts_sequencing_sent_to_Panem,2021-09-14,RNA,Batch-446476,Consensus-831255,Sample-816541,2025-02-03 14:09:00.412086,2025-02-03 14:09:00.412087
SequencedSample-964473,project,2024-09-19,RNA,Batch-446476,Consensus-632581,Sample-515330,2025-02-03 14:09:00.412103,2025-02-03 14:09:00.412104
SequencedSample-354281,live,2022-11-27,RNA,Batch-446476,Consensus-717565,Sample-680975,2025-02-03 14:09:00.412125,2025-02-03 14:09:00.412125
SequencedSample-973432,live,2024-07-13,RNA,Batch-446476,Consensus-176647,Sample-034420,2025-02-03 14:09:00.412142,2025-02-03 14:09:00.412142
SequencedSample-678421,Panem_sequencing,2021-07-31,RNA,Batch-446476,Consensus-454568,Sample-492116,2025-02-03 14:09:00.412158,2025-02-03 14:09:00.412159
SequencedSample-558297,hostital,2022-02-26,RNA,Batch-446476,Consensus-016076,Sample-020571,2025-02-03 14:09:00.412180,2025-02-03 14:09:00.412180
SequencedSample-169745,hostital,2024-09-22,RNA,Batch-446476,Consensus-050631,Sample-288108,2025-02-03 14:09:00.412197,2025-02-03 14:09:00.412197
SequencedSample-218187,test,2024-03-08,RNA,Batch-446476,Consensus-974492,Sample-053540,2025-02-03 14:09:00.412218,2025-02-03 14:09:00.412218
SequencedSample-138893,hospital_sequencing,2023-12-13,RNA,Batch-446476,Consensus-008948,Sample-733095,2025-02-03 14:09:00.412239,2025-02-03 14:09:00.412240
SequencedSample-005341,test,2022-06-28,RNA,Batch-446476,Consensus-605780,Sample-327140,2025-02-03 14:09:00.412256,2025-02-03 14:09:00.412257
SequencedSample-980957,test,2022-01-14,RNA,Batch-446476,Consensus-643745,Sample-749751,2025-02-03 14:09:00.412278,2025-02-03 14:09:00.412278
SequencedSample-304984,hospital_sequencing,2024-06-22,RNA,Batch-446476,Consensus-943190,Sample-246722,2025-02-03 14:09:00.412294,2025-02-03 14:09:00.412295
SequencedSample-335144,Hogwarts_sequencing_sent_to_Panem,2020-11-03,RNA,Batch-446476,Consensus-640750,Sample-706729,2025-02-03 14:09:00.412316,2025-02-03 14:09:00.412316
SequencedSample-349050,Panem_sequencing,2022-12-23,RNA,Batch-446476,Consensus-210357,Sample-406985,2025-02-03 14:09:00.412337,2025-02-03 14:09:00.412338
SequencedSample-398687,test,2021-07-16,RNA,Batch-446476,Consensus-441137,Sample-822500,2025-02-03 14:09:00.412354,2025-02-03 14:09:00.412355
SequencedSample-789262,hospital_sequencing,2024-07-29,RNA,Batch-446476,Consensus-366981,Sample-306916,2025-02-03 14:09:00.412371,2025-02-03 14:09:00.412372
SequencedSample-389737,Hogwarts_sequencing_sent_to_Panem,2024-05-05,RNA,Batch-446476,Consensus-966699,Sample-914789,2025-02-03 14:09:00.412388,2025-02-03 14:09:00.412389
SequencedSample-207672,live,2023-08-28,RNA,Batch-446476,Consensus-844901,Sample-630472,2025-02-03 14:09:00.412405,2025-02-03 14:09:00.412405
SequencedSample-944985,hostital,2023-11-17,RNA,Batch-446476,Consensus-420249,Sample-821436,2025-02-03 14:09:00.412426,2025-02-03 14:09:00.412427
SequencedSample-467743,live,2023-08-08,RNA,Batch-446476,Consensus-303254,Sample-428546,2025-02-03 14:09:00.412443,2025-02-03 14:09:00.412444
SequencedSample-908571,Hogwarts_sequencing_sent_to_Panem,2023-01-10,RNA,Batch-446476,Consensus-579143,Sample-689295,2025-02-03 14:09:00.412464,2025-02-03 14:09:00.412465
SequencedSample-921609,test,2021-05-31,RNA,Batch-446476,Consensus-144601,Sample-412849,2025-02-03 14:09:00.412481,2025-02-03 14:09:00.412482
SequencedSample-588899,historic,2023-08-27,RNA,Batch-446476,Consensus-547173,Sample-118999,2025-02-03 14:09:00.412498,2025-02-03 14:09:00.412499
SequencedSample-022980,hospital_sequencing,2021-10-11,RNA,Batch-446476,Consensus-674049,Sample-184965,2025-02-03 14:09:00.412515,2025-02-03 14:09:00.412516
SequencedSample-289194,Panem_sequencing,2024-06-18,RNA,Batch-446476,Consensus-774443,Sample-400491,2025-02-03 14:09:00.412532,2025-02-03 14:09:00.412532
SequencedSample-872096,hospital_sequencing,2023-08-12,RNA,Batch-446476,Consensus-110184,Sample-925850,2025-02-03 14:09:00.412548,2025-02-03 14:09:00.412549
SequencedSample-935836,historic,2022-01-21,RNA,Batch-446476,Consensus-753683,Sample-481402,2025-02-03 14:09:00.412570,2025-02-03 14:09:00.412570
SequencedSample-804621,hostital,2020-12-25,RNA,Batch-446476,Consensus-127198,Sample-814992,2025-02-03 14:09:00.412591,2025-02-03 14:09:00.412591
SequencedSample-292650,Panem_sequencing,2022-11-16,RNA,Batch-446476,Consensus-091653,Sample-127939,2025-02-03 14:09:00.412612,2025-02-03 14:09:00.412613
SequencedSample-224735,Panem_sequencing,2022-07-03,RNA,Batch-446476,Consensus-144255,Sample-077958,2025-02-03 14:09:00.412629,2025-02-03 14:09:00.412630
SequencedSample-091177,test,2023-01-06,RNA,Batch-446476,Consensus-210625,Sample-834269,2025-02-03 14:09:00.412650,2025-02-03 14:09:00.412651
SequencedSample-403154,hostital,2021-08-29,RNA,Batch-446476,Consensus-309169,Sample-619543,2025-02-03 14:09:00.412667,2025-02-03 14:09:00.412668
SequencedSample-598114,live,2020-11-21,RNA,Batch-929903,Consensus-285002,Sample-903025,2025-02-03 14:09:00.412689,2025-02-03 14:09:00.412689
SequencedSample-012881,test,2020-12-11,RNA,Batch-929903,Consensus-041137,Sample-459425,2025-02-03 14:09:00.412710,2025-02-03 14:09:00.412710
SequencedSample-991646,Hogwarts_sequencing_sent_to_Panem,2022-05-27,RNA,Batch-929903,Consensus-153979,Sample-435749,2025-02-03 14:09:00.412727,2025-02-03 14:09:00.412727
SequencedSample-748432,Hogwarts_sequencing_sent_to_Panem,2023-06-15,RNA,Batch-929903,Consensus-028033,Sample-872421,2025-02-03 14:09:00.412744,2025-02-03 14:09:00.412745
SequencedSample-944932,live,2023-01-21,RNA,Batch-929903,Consensus-269481,Sample-171824,2025-02-03 14:09:00.412766,2025-02-03 14:09:00.412766
SequencedSample-088467,live,2022-12-20,RNA,Batch-929903,Consensus-243137,Sample-252005,2025-02-03 14:09:00.412787,2025-02-03 14:09:00.412787
SequencedSample-082068,historic,2021-02-07,RNA,Batch-929903,Consensus-455697,Sample-189663,2025-02-03 14:09:00.412808,2025-02-03 14:09:00.412809
SequencedSample-816566,historic,2023-01-06,RNA,Batch-929903,Consensus-037021,Sample-946736,2025-02-03 14:09:00.412829,2025-02-03 14:09:00.412830
SequencedSample-750981,hostital,2023-08-26,RNA,Batch-929903,Consensus-798377,Sample-674403,2025-02-03 14:09:00.412846,2025-02-03 14:09:00.412847
SequencedSample-079917,Panem_sequencing,2023-01-09,RNA,Batch-929903,Consensus-383441,Sample-364571,2025-02-03 14:09:00.412867,2025-02-03 14:09:00.412868
SequencedSample-135084,hospital_sequencing,2022-10-10,RNA,Batch-929903,Consensus-765674,Sample-279213,2025-02-03 14:09:00.412884,2025-02-03 14:09:00.412885
SequencedSample-242059,hospital_sequencing,2022-07-14,RNA,Batch-929903,Consensus-573467,Sample-289531,2025-02-03 14:09:00.412901,2025-02-03 14:09:00.412902
SequencedSample-702998,Panem_sequencing,2024-04-09,RNA,Batch-929903,Consensus-226567,Sample-271991,2025-02-03 14:09:00.412918,2025-02-03 14:09:00.412919
SequencedSample-147534,hostital,2022-04-10,RNA,Batch-929903,Consensus-393280,Sample-297569,2025-02-03 14:09:00.412935,2025-02-03 14:09:00.412935
SequencedSample-910891,live,2021-08-06,RNA,Batch-929903,Consensus-742935,Sample-477544,2025-02-03 14:09:00.412951,2025-02-03 14:09:00.412952
SequencedSample-192332,Hogwarts_sequencing_sent_to_Panem,2023-05-02,RNA,Batch-929903,Consensus-825806,Sample-993318,2025-02-03 14:09:00.412968,2025-02-03 14:09:00.412969
SequencedSample-033888,project,2023-12-16,RNA,Batch-929903,Consensus-953299,Sample-924314,2025-02-03 14:09:00.412990,2025-02-03 14:09:00.412991
SequencedSample-432405,hostital,2021-05-21,RNA,Batch-929903,Consensus-838757,Sample-336703,2025-02-03 14:09:00.413007,2025-02-03 14:09:00.413008
SequencedSample-159086,hospital_sequencing,2021-12-25,RNA,Batch-929903,Consensus-548854,Sample-827158,2025-02-03 14:09:00.413028,2025-02-03 14:09:00.413029
SequencedSample-966940,test,2023-12-28,RNA,Batch-929903,Consensus-425683,Sample-693647,2025-02-03 14:09:00.413049,2025-02-03 14:09:00.413050
SequencedSample-051596,hospital_sequencing,2021-03-12,RNA,Batch-929903,Consensus-169830,Sample-338002,2025-02-03 14:09:00.413071,2025-02-03 14:09:00.413071
SequencedSample-282390,historic,2021-09-11,RNA,Batch-929903,Consensus-616294,Sample-733667,2025-02-03 14:09:00.413088,2025-02-03 14:09:00.413088
SequencedSample-335029,Hogwarts_sequencing_sent_to_Panem,2021-10-14,RNA,Batch-929903,Consensus-283858,Sample-324306,2025-02-03 14:09:00.413105,2025-02-03 14:09:00.413105
SequencedSample-320642,Hogwarts_sequencing_sent_to_Panem,2021-03-21,RNA,Batch-929903,Consensus-827740,Sample-022603,2025-02-03 14:09:00.413126,2025-02-03 14:09:00.413126
SequencedSample-276263,live,2022-06-06,RNA,Batch-929903,Consensus-910785,Sample-629513,2025-02-03 14:09:00.413143,2025-02-03 14:09:00.413143
SequencedSample-784736,hospital_sequencing,2024-09-18,RNA,Batch-929903,Consensus-393199,Sample-073857,2025-02-03 14:09:00.413160,2025-02-03 14:09:00.413160
SequencedSample-572350,hospital_sequencing,2022-05-15,RNA,Batch-929903,Consensus-291074,Sample-204135,2025-02-03 14:09:00.413176,2025-02-03 14:09:00.413177
SequencedSample-324816,test,2023-04-18,RNA,Batch-929903,Consensus-891251,Sample-101075,2025-02-03 14:09:00.413193,2025-02-03 14:09:00.413194
SequencedSample-227831,project,2020-11-19,RNA,Batch-929903,Consensus-981788,Sample-564544,2025-02-03 14:09:00.413214,2025-02-03 14:09:00.413215
SequencedSample-654311,hospital_sequencing,2022-02-09,RNA,Batch-929903,Consensus-399427,Sample-877893,2025-02-03 14:09:00.413235,2025-02-03 14:09:00.413236
SequencedSample-867897,live,2024-03-31,RNA,Batch-929903,Consensus-785735,Sample-456220,2025-02-03 14:09:00.413254,2025-02-03 14:09:00.413255
SequencedSample-458466,historic,2022-10-17,RNA,Batch-929903,Consensus-851529,Sample-466201,2025-02-03 14:09:00.413271,2025-02-03 14:09:00.413272
SequencedSample-755133,Panem_sequencing,2024-03-23,RNA,Batch-929903,Consensus-114689,Sample-006063,2025-02-03 14:09:00.413292,2025-02-03 14:09:00.413293
SequencedSample-060240,live,2023-05-17,RNA,Batch-929903,Consensus-050687,Sample-401425,2025-02-03 14:09:00.413310,2025-02-03 14:09:00.413310
SequencedSample-203206,live,2022-05-01,RNA,Batch-929903,Consensus-433637,Sample-498047,2025-02-03 14:09:00.413327,2025-02-03 14:09:00.413328
SequencedSample-437643,historic,2022-03-04,RNA,Batch-929903,Consensus-543703,Sample-665988,2025-02-03 14:09:00.413348,2025-02-03 14:09:00.413348
SequencedSample-802614,project,2023-10-19,RNA,Batch-929903,Consensus-396009,Sample-115101,2025-02-03 14:09:00.413365,2025-02-03 14:09:00.413366
SequencedSample-555242,Panem_sequencing,2022-04-17,RNA,Batch-929903,Consensus-924962,Sample-496746,2025-02-03 14:09:00.413382,2025-02-03 14:09:00.413382
SequencedSample-323764,hostital,2023-09-15,RNA,Batch-929903,Consensus-654703,Sample-184100,2025-02-03 14:09:00.413399,2025-02-03 14:09:00.413399
SequencedSample-173459,Hogwarts_sequencing_sent_to_Panem,2023-05-20,RNA,Batch-929903,Consensus-101832,Sample-583997,2025-02-03 14:09:00.413415,2025-02-03 14:09:00.413416
SequencedSample-418878,hostital,2022-03-11,RNA,Batch-929903,Consensus-513943,Sample-637674,2025-02-03 14:09:00.413436,2025-02-03 14:09:00.413437
SequencedSample-542011,historic,2023-04-24,RNA,Batch-929903,Consensus-394500,Sample-523703,2025-02-03 14:09:00.413453,2025-02-03 14:09:00.413454
SequencedSample-283265,live,2022-06-17,RNA,Batch-929903,Consensus-313343,Sample-469913,2025-02-03 14:09:00.413470,2025-02-03 14:09:00.413471
SequencedSample-621458,Panem_sequencing,2024-10-02,RNA,Batch-929903,Consensus-345184,Sample-676363,2025-02-03 14:09:00.413487,2025-02-03 14:09:00.413488
SequencedSample-831953,historic,2024-01-05,RNA,Batch-929903,Consensus-678877,Sample-376778,2025-02-03 14:09:00.413509,2025-02-03 14:09:00.413509
SequencedSample-145668,hospital_sequencing,2022-02-17,RNA,Batch-929903,Consensus-686443,Sample-473989,2025-02-03 14:09:00.413530,2025-02-03 14:09:00.413530
SequencedSample-095575,hostital,2022-05-18,RNA,Batch-929903,Consensus-878963,Sample-098691,2025-02-03 14:09:00.413547,2025-02-03 14:09:00.413547
SequencedSample-065123,Panem_sequencing,2022-07-13,RNA,Batch-929903,Consensus-380836,Sample-693664,2025-02-03 14:09:00.413563,2025-02-03 14:09:00.413564
SequencedSample-893711,test,2023-11-18,RNA,Batch-929903,Consensus-825994,Sample-145178,2025-02-03 14:09:00.413585,2025-02-03 14:09:00.413585
SequencedSample-757665,historic,2021-01-02,RNA,Batch-929903,Consensus-396154,Sample-568509,2025-02-03 14:09:00.413605,2025-02-03 14:09:00.413606
SequencedSample-275378,historic,2021-11-03,RNA,Batch-929903,Consensus-259827,Sample-996195,2025-02-03 14:09:00.413627,2025-02-03 14:09:00.413627
SequencedSample-528241,historic,2022-02-01,RNA,Batch-929903,Consensus-064820,Sample-262377,2025-02-03 14:09:00.413648,2025-02-03 14:09:00.413649
SequencedSample-374472,hostital,2023-02-28,RNA,Batch-929903,Consensus-856681,Sample-051740,2025-02-03 14:09:00.413669,2025-02-03 14:09:00.413669
SequencedSample-960944,test,2022-12-22,RNA,Batch-929903,Consensus-027992,Sample-228400,2025-02-03 14:09:00.413690,2025-02-03 14:09:00.413691
SequencedSample-080484,test,2023-07-12,RNA,Batch-929903,Consensus-607229,Sample-991884,2025-02-03 14:09:00.413707,2025-02-03 14:09:00.413708
SequencedSample-137030,hostital,2024-09-27,RNA,Batch-929903,Consensus-871834,Sample-267860,2025-02-03 14:09:00.413724,2025-02-03 14:09:00.413724
SequencedSample-384652,hostital,2023-09-29,RNA,Batch-929903,Consensus-990129,Sample-206224,2025-02-03 14:09:00.413741,2025-02-03 14:09:00.413742
SequencedSample-027470,live,2023-08-01,RNA,Batch-929903,Consensus-881276,Sample-511253,2025-02-03 14:09:00.413758,2025-02-03 14:09:00.413759
SequencedSample-460704,Hogwarts_sequencing_sent_to_Panem,2023-01-19,RNA,Batch-929903,Consensus-747709,Sample-558971,2025-02-03 14:09:00.413779,2025-02-03 14:09:00.413780
SequencedSample-690998,project,2024-07-19,RNA,Batch-929903,Consensus-394110,Sample-014979,2025-02-03 14:09:00.413796,2025-02-03 14:09:00.413797
SequencedSample-435879,live,2023-09-19,RNA,Batch-929903,Consensus-753727,Sample-074187,2025-02-03 14:09:00.413813,2025-02-03 14:09:00.413814
SequencedSample-330244,hostital,2023-07-09,RNA,Batch-929903,Consensus-796899,Sample-020655,2025-02-03 14:09:00.413830,2025-02-03 14:09:00.413831
SequencedSample-741089,hospital_sequencing,2023-09-24,RNA,Batch-929903,Consensus-667957,Sample-824734,2025-02-03 14:09:00.413847,2025-02-03 14:09:00.413847
SequencedSample-157528,Hogwarts_sequencing_sent_to_Panem,2023-01-18,RNA,Batch-929903,Consensus-332995,Sample-922828,2025-02-03 14:09:00.413868,2025-02-03 14:09:00.413869
SequencedSample-537520,live,2021-01-07,RNA,Batch-929903,Consensus-211356,Sample-703099,2025-02-03 14:09:00.413889,2025-02-03 14:09:00.413890
SequencedSample-716481,project,2021-06-03,RNA,Batch-929903,Consensus-032176,Sample-573734,2025-02-03 14:09:00.413906,2025-02-03 14:09:00.413907
SequencedSample-545127,live,2021-10-03,RNA,Batch-929903,Consensus-339220,Sample-519742,2025-02-03 14:09:00.413923,2025-02-03 14:09:00.413928
SequencedSample-753875,historic,2022-06-27,RNA,Batch-929903,Consensus-342269,Sample-525948,2025-02-03 14:09:00.413949,2025-02-03 14:09:00.413950
SequencedSample-144221,historic,2022-10-08,RNA,Batch-929903,Consensus-334090,Sample-324764,2025-02-03 14:09:00.413968,2025-02-03 14:09:00.413969
SequencedSample-833005,hospital_sequencing,2023-04-15,RNA,Batch-929903,Consensus-923662,Sample-811424,2025-02-03 14:09:00.413986,2025-02-03 14:09:00.413986
SequencedSample-197061,hostital,2024-07-18,RNA,Batch-929903,Consensus-140925,Sample-108536,2025-02-03 14:09:00.414003,2025-02-03 14:09:00.414004
SequencedSample-441452,project,2022-11-13,RNA,Batch-929903,Consensus-336470,Sample-512583,2025-02-03 14:09:00.414029,2025-02-03 14:09:00.414030
SequencedSample-448944,historic,2024-06-17,RNA,Batch-929903,Consensus-977571,Sample-563661,2025-02-03 14:09:00.414046,2025-02-03 14:09:00.414047
SequencedSample-109465,Hogwarts_sequencing_sent_to_Panem,2022-04-08,RNA,Batch-929903,Consensus-390799,Sample-636816,2025-02-03 14:09:00.414065,2025-02-03 14:09:00.414065
SequencedSample-697320,project,2022-03-30,RNA,Batch-929903,Consensus-400096,Sample-443670,2025-02-03 14:09:00.414135,2025-02-03 14:09:00.414136
SequencedSample-408796,hostital,2022-10-14,RNA,Batch-929903,Consensus-105162,Sample-621720,2025-02-03 14:09:00.414154,2025-02-03 14:09:00.414155
SequencedSample-458472,hostital,2021-12-05,RNA,Batch-929903,Consensus-089857,Sample-167780,2025-02-03 14:09:00.414176,2025-02-03 14:09:00.414177
SequencedSample-583437,live,2020-10-21,RNA,Batch-929903,Consensus-380656,Sample-884145,2025-02-03 14:09:00.414196,2025-02-03 14:09:00.414197
SequencedSample-049741,live,2024-06-08,RNA,Batch-929903,Consensus-914590,Sample-696964,2025-02-03 14:09:00.414213,2025-02-03 14:09:00.414214
SequencedSample-749639,hospital_sequencing,2023-12-10,RNA,Batch-929903,Consensus-011483,Sample-726713,2025-02-03 14:09:00.414237,2025-02-03 14:09:00.414238
SequencedSample-843553,Panem_sequencing,2021-04-23,RNA,Batch-929903,Consensus-987103,Sample-636138,2025-02-03 14:09:00.414255,2025-02-03 14:09:00.414256
SequencedSample-331798,hostital,2022-10-25,RNA,Batch-929903,Consensus-497073,Sample-768891,2025-02-03 14:09:00.414277,2025-02-03 14:09:00.414277
SequencedSample-880244,historic,2024-02-26,RNA,Batch-929903,Consensus-144147,Sample-120643,2025-02-03 14:09:00.414302,2025-02-03 14:09:00.414303
SequencedSample-116092,hostital,2022-11-08,RNA,Batch-929903,Consensus-935446,Sample-492267,2025-02-03 14:09:00.414324,2025-02-03 14:09:00.414325
SequencedSample-650938,live,2022-03-25,RNA,Batch-929903,Consensus-467633,Sample-984180,2025-02-03 14:09:00.414346,2025-02-03 14:09:00.414346
SequencedSample-855667,historic,2023-01-01,RNA,Batch-929903,Consensus-706988,Sample-454738,2025-02-03 14:09:00.414367,2025-02-03 14:09:00.414367
SequencedSample-204022,Panem_sequencing,2022-11-02,RNA,Batch-929903,Consensus-945841,Sample-656580,2025-02-03 14:09:00.414388,2025-02-03 14:09:00.414388
SequencedSample-305026,Panem_sequencing,2024-02-25,RNA,Batch-929903,Consensus-657335,Sample-891779,2025-02-03 14:09:00.414409,2025-02-03 14:09:00.414410
SequencedSample-521941,hostital,2021-07-28,RNA,Batch-929903,Consensus-082932,Sample-414890,2025-02-03 14:09:00.414426,2025-02-03 14:09:00.414427
SequencedSample-497325,project,2021-12-05,RNA,Batch-929903,Consensus-437314,Sample-063472,2025-02-03 14:09:00.414447,2025-02-03 14:09:00.414448
SequencedSample-372956,Hogwarts_sequencing_sent_to_Panem,2020-09-26,RNA,Batch-929903,Consensus-854952,Sample-825396,2025-02-03 14:09:00.414464,2025-02-03 14:09:00.414465
SequencedSample-979779,Hogwarts_sequencing_sent_to_Panem,2023-10-12,RNA,Batch-929903,Consensus-404292,Sample-463352,2025-02-03 14:09:00.414481,2025-02-03 14:09:00.414482
SequencedSample-272172,hospital_sequencing,2024-01-27,RNA,Batch-929903,Consensus-239845,Sample-153999,2025-02-03 14:09:00.414502,2025-02-03 14:09:00.414503
SequencedSample-675102,test,2023-08-18,RNA,Batch-929903,Consensus-764587,Sample-226598,2025-02-03 14:09:00.414519,2025-02-03 14:09:00.414520
SequencedSample-725433,hospital_sequencing,2023-09-20,RNA,Batch-929903,Consensus-728853,Sample-343502,2025-02-03 14:09:00.414536,2025-02-03 14:09:00.414537
SequencedSample-492878,Hogwarts_sequencing_sent_to_Panem,2022-05-02,RNA,Batch-929903,Consensus-498924,Sample-493877,2025-02-03 14:09:00.414553,2025-02-03 14:09:00.414554
SequencedSample-434193,test,2024-02-07,RNA,Batch-929903,Consensus-423802,Sample-784842,2025-02-03 14:09:00.414575,2025-02-03 14:09:00.414576
SequencedSample-160290,hostital,2021-09-13,RNA,Batch-929903,Consensus-851521,Sample-010874,2025-02-03 14:09:00.414592,2025-02-03 14:09:00.414593
