NextcladeResultID,frameShifts,aaSubstitutions,aaDeletions,aaInsertions,alignmentScore,clade,Nextclade_pango,substitutions,deletions,insertions,missing,nonACGTNs,pcrPrimerChanges,qc.mixedSites.totalMixedSites,qc.overallScore,qc.overallStatus,qc.frameShifts.status,qc.frameShifts.frameShiftsIgnored,NextcladeVersion,ConsensusID,IsCurrent,TimestampCreated,TimestampUpdated
Nextclade-695929,,,,,88435,21J (Delta),AY.46.6,,,,,,,0,11,good,,,nextclade 2.5.0,Consensus-838559,1,2025-02-03 14:08:44.888701,2025-02-03 14:08:44.888702
Nextclade-123243,,,,,87850,21J (Delta),AY.43.6,,,,,,,4,22620,bad,,,nextclade 2.4.0,Consensus-791540,1,2025-02-03 14:08:44.889213,2025-02-03 14:08:44.889214
Nextclade-951004,,,,,89346,21J (Delta),AY.4.7,,,,,,,0,17,good,,,nextclade 2.5.0,Consensus-676859,1,2025-02-03 14:08:44.889724,2025-02-03 14:08:44.889726
Nextclade-642692,,,,,88317,21L (Omicron),BA.2,,,,,,,0,27,good,,,nextclade 2.6.0,Consensus-772394,1,2025-02-03 14:08:44.890238,2025-02-03 14:08:44.890239
Nextclade-090195,,,,,88820,20I (Alpha; V1),B.1.1.7,,,,,,,0,22,good,,,nextclade 2.6.0,Consensus-117200,1,2025-02-03 14:08:44.890759,2025-02-03 14:08:44.890760
Nextclade-968491,,,,,88159,21L (Omicron),BA.2,,,,,,,1,1,good,,,nextclade 2.5.0,Consensus-302189,1,2025-02-03 14:08:44.891270,2025-02-03 14:08:44.891271
Nextclade-697967,,,,,89039,21L (Omicron),BA.2.9,,,,,,,1,5,good,,,nextclade 2.4.0,Consensus-277284,1,2025-02-03 14:08:44.891782,2025-02-03 14:08:44.891783
Nextclade-881175,,,,,88270,21K (Omicron),BA.1.17,,,,,,,0,4507,bad,,,nextclade 2.4.0,Consensus-008889,1,2025-02-03 14:08:44.892294,2025-02-03 14:08:44.892295
Nextclade-222870,,,,,89241,21J (Delta),AY.121,,,,,,,0,8,good,,,nextclade 2.5.0,Consensus-660238,1,2025-02-03 14:08:44.892814,2025-02-03 14:08:44.892815
Nextclade-091238,,,,,88452,21J (Delta),AY.4,,,,,,,1,14,good,,,nextclade 2.4.0,Consensus-737631,1,2025-02-03 14:08:44.893324,2025-02-03 14:08:44.893325
Nextclade-626855,,,,,88964,21J (Delta),AY.43,,,,,,,0,16,good,,,nextclade 2.5.0,Consensus-994424,1,2025-02-03 14:08:44.893841,2025-02-03 14:08:44.893842
Nextclade-740680,,,,,89528,21K (Omicron),BA.1,,,,,,,0,4,good,,,nextclade 2.6.0,Consensus-858938,1,2025-02-03 14:08:44.894360,2025-02-03 14:08:44.894361
Nextclade-115741,,,,,89533,21K (Omicron),BA.1,,,,,,,0,22150,bad,,,nextclade 2.4.0,Consensus-951598,1,2025-02-03 14:08:44.894872,2025-02-03 14:08:44.894873
Nextclade-281198,,,,,89619,21L (Omicron),BA.2,,,,,,,0,17,good,,,nextclade 2.5.0,Consensus-979000,1,2025-02-03 14:08:44.895385,2025-02-03 14:08:44.895386
Nextclade-540442,,,,,89462,21J (Delta),AY.98.1,,,,,,,0,20,good,,,nextclade 2.5.0,Consensus-552805,1,2025-02-03 14:08:44.895898,2025-02-03 14:08:44.895899
Nextclade-636577,,,,,88129,20I (Alpha; V1),B.1.1.7,,,,,,,1,74,mediocre,,,nextclade 2.4.0,Consensus-789599,1,2025-02-03 14:08:44.896407,2025-02-03 14:08:44.896408
Nextclade-930970,,,,,88951,21J (Delta),AY.4,,,,,,,0,16,good,,,nextclade 2.4.0,Consensus-612429,1,2025-02-03 14:08:44.896920,2025-02-03 14:08:44.896922
Nextclade-873561,,,,,89166,20I (Alpha; V1),B.1.1.7,,,,,,,0,16,good,,,nextclade 2.4.0,Consensus-530043,1,2025-02-03 14:08:44.897430,2025-02-03 14:08:44.897432
Nextclade-488514,,,,,88774,20I (Alpha; V1),B.1.1.7,,,,,,,2,19,good,,,nextclade 2.4.0,Consensus-866126,1,2025-02-03 14:08:44.897952,2025-02-03 14:08:44.897953
Nextclade-475679,,,,,88538,21J (Delta),AY.4.2,,,,,,,3,10,good,,,nextclade 2.5.0,Consensus-049665,1,2025-02-03 14:08:44.898466,2025-02-03 14:08:44.898467
Nextclade-630598,,,,,88348,20I (Alpha; V1),B.1.1.7,,,,,,,1,9,good,,,nextclade 2.4.0,Consensus-691493,1,2025-02-03 14:08:44.898981,2025-02-03 14:08:44.898982
Nextclade-445975,,,,,89249,,,,,,,,,2,25,good,,,nextclade 2.4.0,Consensus-661775,1,2025-02-03 14:08:44.899498,2025-02-03 14:08:44.899499
Nextclade-464599,,,,,88855,21L (Omicron),BA.2,,,,,,,2,28,good,,,nextclade 2.4.0,Consensus-652707,1,2025-02-03 14:08:44.900010,2025-02-03 14:08:44.900011
Nextclade-191741,,,,,89498,21L (Omicron),BA.2,,,,,,,0,15,good,,,nextclade 2.4.0,Consensus-310960,1,2025-02-03 14:08:44.900518,2025-02-03 14:08:44.900519
Nextclade-768405,,,,,88508,21J (Delta),AY.98.1,,,,,,,1,8,good,,,nextclade 2.6.0,Consensus-325586,1,2025-02-03 14:08:44.901031,2025-02-03 14:08:44.901032
Nextclade-949368,,,,,89575,21J (Delta),AY.4.6,,,,,,,0,26,good,,,nextclade 2.6.0,Consensus-894105,1,2025-02-03 14:08:44.901538,2025-02-03 14:08:44.901539
Nextclade-503481,,,,,88821,,,,,,,,,0,13,good,,,nextclade 2.5.0,Consensus-391713,1,2025-02-03 14:08:44.902060,2025-02-03 14:08:44.902061
Nextclade-652302,,,,,89411,21L (Omicron),BA.2.9,,,,,,,3,1,good,,,nextclade 2.5.0,Consensus-216719,1,2025-02-03 14:08:44.902571,2025-02-03 14:08:44.902573
Nextclade-349910,,,,,88836,21J (Delta),B.1.617.2,,,,,,,2,1,good,,,nextclade 2.4.0,Consensus-464806,1,2025-02-03 14:08:44.903119,2025-02-03 14:08:44.903121
Nextclade-882155,,,,,87852,21J (Delta),AY.122,,,,,,,0,1,good,,,nextclade 2.4.0,Consensus-972206,1,2025-02-03 14:08:44.903786,2025-02-03 14:08:44.903788
Nextclade-281478,,,,,89376,21L (Omicron),BA.2.9,,,,,,,0,12468,bad,,,nextclade 2.5.0,Consensus-563505,1,2025-02-03 14:08:44.904384,2025-02-03 14:08:44.904386
Nextclade-506159,,,,,88122,21J (Delta),AY.43,,,,,,,0,25,good,,,nextclade 2.5.0,Consensus-344781,1,2025-02-03 14:08:44.904949,2025-02-03 14:08:44.904951
Nextclade-167172,,,,,88056,,,,,,,,,0,20,good,,,nextclade 2.5.0,Consensus-027301,1,2025-02-03 14:08:44.905510,2025-02-03 14:08:44.905512
Nextclade-035297,,,,,89179,20I (Alpha; V1),B.1.1.7,,,,,,,0,12,good,,,nextclade 2.4.0,Consensus-076330,1,2025-02-03 14:08:44.906057,2025-02-03 14:08:44.906058
Nextclade-303282,,,,,89015,21K (Omicron),BA.1.1,,,,,,,1,21,good,,,nextclade 2.4.0,Consensus-704640,1,2025-02-03 14:08:44.906598,2025-02-03 14:08:44.906599
Nextclade-564159,,,,,88667,21J (Delta),AY.4.6,,,,,,,0,24,good,,,nextclade 2.5.0,Consensus-656194,1,2025-02-03 14:08:44.907136,2025-02-03 14:08:44.907137
Nextclade-794886,,,,,89682,21J (Delta),AY.7.1,,,,,,,0,23,good,,,nextclade 2.4.0,Consensus-807716,1,2025-02-03 14:08:44.907668,2025-02-03 14:08:44.907669
Nextclade-925740,,,,,89083,21L (Omicron),BA.2,,,,,,,0,12,good,,,nextclade 2.5.0,Consensus-169519,1,2025-02-03 14:08:44.908203,2025-02-03 14:08:44.908204
Nextclade-949515,,,,,88609,21J (Delta),AY.7.1,,,,,,,0,11,good,,,nextclade 2.4.0,Consensus-304531,1,2025-02-03 14:08:44.908738,2025-02-03 14:08:44.908739
Nextclade-996066,,,,,89363,21J (Delta),AY.7.1,,,,,,,0,11,good,,,nextclade 2.5.0,Consensus-574970,1,2025-02-03 14:08:44.909272,2025-02-03 14:08:44.909273
Nextclade-128005,,,,,89136,21J (Delta),B.1.617.2,,,,,,,0,11,good,,,nextclade 2.5.0,Consensus-868861,1,2025-02-03 14:08:44.909808,2025-02-03 14:08:44.909809
Nextclade-949395,,,,,88228,21K (Omicron),BA.1,,,,,,,1,21,good,,,nextclade 2.6.0,Consensus-662758,1,2025-02-03 14:08:44.910343,2025-02-03 14:08:44.910344
Nextclade-800234,,,,,88166,20I (Alpha; V1),B.1.1.7,,,,,,,0,4,good,,,nextclade 2.5.0,Consensus-849986,1,2025-02-03 14:08:44.910875,2025-02-03 14:08:44.910876
Nextclade-673718,,,,,89011,21K (Omicron),BA.1,,,,,,,0,24,good,,,nextclade 2.6.0,Consensus-341831,1,2025-02-03 14:08:44.911408,2025-02-03 14:08:44.911409
Nextclade-590172,,,,,89177,,,,,,,,,0,43,mediocre,,,nextclade 2.6.0,Consensus-069934,1,2025-02-03 14:08:44.911950,2025-02-03 14:08:44.911951
Nextclade-379463,,,,,88597,21K (Omicron),BA.1,,,,,,,2,29,good,,,nextclade 2.6.0,Consensus-084068,1,2025-02-03 14:08:44.912480,2025-02-03 14:08:44.912482
Nextclade-508884,,,,,89650,,,,,,,,,0,24,good,,,nextclade 2.5.0,Consensus-852750,1,2025-02-03 14:08:44.913020,2025-02-03 14:08:44.913021
Nextclade-835645,,,,,89306,21J (Delta),AY.43,,,,,,,0,23,good,,,nextclade 2.5.0,Consensus-684132,1,2025-02-03 14:08:44.913560,2025-02-03 14:08:44.913562
Nextclade-284594,,,,,89687,21J (Delta),AY.4,,,,,,,3,16954,bad,,,nextclade 2.6.0,Consensus-895213,1,2025-02-03 14:08:44.914095,2025-02-03 14:08:44.914096
Nextclade-512368,,,,,88702,20E (EU1),B.1.177.12,,,,,,,1,21,good,,,nextclade 2.4.0,Consensus-858031,1,2025-02-03 14:08:44.914634,2025-02-03 14:08:44.914635
Nextclade-105621,,,,,87891,21J (Delta),AY.122,,,,,,,0,21,good,,,nextclade 2.4.0,Consensus-397409,1,2025-02-03 14:08:44.915163,2025-02-03 14:08:44.915164
Nextclade-048574,,,,,88497,,,,,,,,,0,5,good,,,nextclade 2.6.0,Consensus-106033,1,2025-02-03 14:08:44.915701,2025-02-03 14:08:44.915703
Nextclade-019421,,,,,89199,,,,,,,,,0,18505,bad,,,nextclade 2.6.0,Consensus-102985,1,2025-02-03 14:08:44.916236,2025-02-03 14:08:44.916237
Nextclade-262248,,,,,87828,,,,,,,,,0,82,mediocre,,,nextclade 2.5.0,Consensus-233420,1,2025-02-03 14:08:44.916779,2025-02-03 14:08:44.916780
Nextclade-020946,,,,,88547,21K (Omicron),BA.1.17.2,,,,,,,3,989,bad,,,nextclade 2.4.0,Consensus-125385,1,2025-02-03 14:08:44.917316,2025-02-03 14:08:44.917318
Nextclade-814782,,,,,88203,20I (Alpha; V1),B.1.1.7,,,,,,,0,21534,bad,,,nextclade 2.5.0,Consensus-789466,1,2025-02-03 14:08:44.917847,2025-02-03 14:08:44.917848
Nextclade-103924,,,,,89664,21K (Omicron),BA.1,,,,,,,2,66,mediocre,,,nextclade 2.5.0,Consensus-537818,1,2025-02-03 14:08:44.918376,2025-02-03 14:08:44.918377
Nextclade-912172,,,,,88049,21J (Delta),AY.5,,,,,,,0,27,good,,,nextclade 2.5.0,Consensus-338132,1,2025-02-03 14:08:44.918907,2025-02-03 14:08:44.918908
Nextclade-941325,,,,,89359,20I (Alpha; V1),B.1.1.7,,,,,,,0,8,good,,,nextclade 2.5.0,Consensus-430379,1,2025-02-03 14:08:44.919440,2025-02-03 14:08:44.919442
Nextclade-128835,,,,,88956,21L (Omicron),BA.2,,,,,,,0,22,good,,,nextclade 2.5.0,Consensus-535428,1,2025-02-03 14:08:44.919984,2025-02-03 14:08:44.919985
Nextclade-200736,,,,,88396,21K (Omicron),BA.1.17.2,,,,,,,2,86,mediocre,,,nextclade 2.4.0,Consensus-543541,1,2025-02-03 14:08:44.920514,2025-02-03 14:08:44.920516
Nextclade-042591,,,,,89552,21I (Delta),AY.9.2,,,,,,,1,11,good,,,nextclade 2.4.0,Consensus-475805,1,2025-02-03 14:08:44.921043,2025-02-03 14:08:44.921044
Nextclade-265932,,,,,88265,21J (Delta),AY.4.6,,,,,,,0,8,good,,,nextclade 2.5.0,Consensus-358617,1,2025-02-03 14:08:44.921578,2025-02-03 14:08:44.921580
Nextclade-769399,,,,,89311,20I (Alpha; V1),B.1.1.7,,,,,,,0,24,good,,,nextclade 2.6.0,Consensus-681877,1,2025-02-03 14:08:44.922107,2025-02-03 14:08:44.922108
Nextclade-732280,,,,,89507,21L (Omicron),BA.2,,,,,,,0,58,mediocre,,,nextclade 2.6.0,Consensus-655283,1,2025-02-03 14:08:44.922632,2025-02-03 14:08:44.922633
Nextclade-373020,,,,,89525,21J (Delta),AY.7.1,,,,,,,0,6,good,,,nextclade 2.4.0,Consensus-658904,1,2025-02-03 14:08:44.923163,2025-02-03 14:08:44.923164
Nextclade-725170,,,,,89210,,,,,,,,,1,16,good,,,nextclade 2.4.0,Consensus-317184,1,2025-02-03 14:08:44.923699,2025-02-03 14:08:44.923701
Nextclade-773454,,,,,88460,20I (Alpha; V1),B.1.1.7,,,,,,,1,13,good,,,nextclade 2.6.0,Consensus-284991,1,2025-02-03 14:08:44.924229,2025-02-03 14:08:44.924230
Nextclade-645250,,,,,89127,21J (Delta),AY.98.1,,,,,,,0,4,good,,,nextclade 2.5.0,Consensus-251742,1,2025-02-03 14:08:44.924759,2025-02-03 14:08:44.924760
Nextclade-859725,,,,,88136,21L (Omicron),BA.2,,,,,,,0,19,good,,,nextclade 2.4.0,Consensus-110867,1,2025-02-03 14:08:44.925288,2025-02-03 14:08:44.925289
Nextclade-874552,,,,,88510,20I (Alpha; V1),B.1.1.7,,,,,,,0,19,good,,,nextclade 2.5.0,Consensus-345578,1,2025-02-03 14:08:44.925819,2025-02-03 14:08:44.925820
Nextclade-114349,,,,,89398,20I (Alpha; V1),B.1.1.7,,,,,,,1,11,good,,,nextclade 2.5.0,Consensus-064143,1,2025-02-03 14:08:44.926354,2025-02-03 14:08:44.926355
Nextclade-916972,,,,,89313,21K (Omicron),BA.1,,,,,,,0,2,good,,,nextclade 2.4.0,Consensus-096694,1,2025-02-03 14:08:44.926891,2025-02-03 14:08:44.926892
Nextclade-644717,,,,,88883,21L (Omicron),BA.2,,,,,,,0,24,good,,,nextclade 2.4.0,Consensus-181189,1,2025-02-03 14:08:44.927421,2025-02-03 14:08:44.927423
Nextclade-462434,,,,,88614,20I (Alpha; V1),B.1.1.7,,,,,,,1,16,good,,,nextclade 2.5.0,Consensus-863540,1,2025-02-03 14:08:44.927949,2025-02-03 14:08:44.927950
Nextclade-652907,,,,,88540,21J (Delta),AY.111,,,,,,,0,21394,bad,,,nextclade 2.6.0,Consensus-714442,1,2025-02-03 14:08:44.928479,2025-02-03 14:08:44.928480
Nextclade-685603,,,,,89532,20E (EU1),B.1.177.12,,,,,,,1,21,good,,,nextclade 2.6.0,Consensus-278601,1,2025-02-03 14:08:44.929005,2025-02-03 14:08:44.929006
Nextclade-412464,,,,,88699,,,,,,,,,0,97,mediocre,,,nextclade 2.4.0,Consensus-643941,1,2025-02-03 14:08:44.929555,2025-02-03 14:08:44.929557
Nextclade-737348,,,,,88488,,,,,,,,,0,3,good,,,nextclade 2.4.0,Consensus-245678,1,2025-02-03 14:08:44.930094,2025-02-03 14:08:44.930095
Nextclade-774202,,,,,89032,21J (Delta),AY.126,,,,,,,2,5,good,,,nextclade 2.5.0,Consensus-841549,1,2025-02-03 14:08:44.930627,2025-02-03 14:08:44.930628
Nextclade-726185,,,,,89247,21J (Delta),AY.4,,,,,,,0,14,good,,,nextclade 2.4.0,Consensus-194757,1,2025-02-03 14:08:44.931159,2025-02-03 14:08:44.931160
Nextclade-151797,,,,,89221,21J (Delta),AY.46,,,,,,,0,28,good,,,nextclade 2.4.0,Consensus-815280,1,2025-02-03 14:08:44.931692,2025-02-03 14:08:44.931693
Nextclade-849524,,,,,88993,21J (Delta),AY.4.2,,,,,,,1,19,good,,,nextclade 2.5.0,Consensus-952271,1,2025-02-03 14:08:44.932219,2025-02-03 14:08:44.932220
Nextclade-154559,,,,,88699,,,,,,,,,0,15722,bad,,,nextclade 2.6.0,Consensus-259216,1,2025-02-03 14:08:44.932766,2025-02-03 14:08:44.932767
Nextclade-451107,,,,,88092,20I (Alpha; V1),B.1.1.7,,,,,,,2,6,good,,,nextclade 2.5.0,Consensus-319478,1,2025-02-03 14:08:44.933300,2025-02-03 14:08:44.933301
Nextclade-421656,,,,,89124,20E (EU1),B.1.177.21,,,,,,,2,23,good,,,nextclade 2.5.0,Consensus-301846,1,2025-02-03 14:08:44.933824,2025-02-03 14:08:44.933825
Nextclade-672157,,,,,88680,21J (Delta),AY.43,,,,,,,0,6,good,,,nextclade 2.5.0,Consensus-277685,1,2025-02-03 14:08:44.934352,2025-02-03 14:08:44.934353
Nextclade-208587,,,,,88326,20I (Alpha; V1),B.1.1.7,,,,,,,1,7,good,,,nextclade 2.5.0,Consensus-065881,1,2025-02-03 14:08:44.934881,2025-02-03 14:08:44.934882
Nextclade-401992,,,,,89328,21J (Delta),AY.122.2,,,,,,,0,27,good,,,nextclade 2.5.0,Consensus-759665,1,2025-02-03 14:08:44.935405,2025-02-03 14:08:44.935406
Nextclade-727372,,,,,87856,21J (Delta),AY.4,,,,,,,0,11,good,,,nextclade 2.4.0,Consensus-449120,1,2025-02-03 14:08:44.935930,2025-02-03 14:08:44.935931
Nextclade-209681,,,,,87854,20I (Alpha; V1),B.1.1.7,,,,,,,3,79,mediocre,,,nextclade 2.4.0,Consensus-910239,1,2025-02-03 14:08:44.936465,2025-02-03 14:08:44.936467
Nextclade-255464,,,,,88742,21J (Delta),AY.7.1,,,,,,,0,21,good,,,nextclade 2.6.0,Consensus-400302,1,2025-02-03 14:08:44.936994,2025-02-03 14:08:44.936995
Nextclade-981089,,,,,89575,21J (Delta),AY.4,,,,,,,0,17,good,,,nextclade 2.5.0,Consensus-014903,1,2025-02-03 14:08:44.937520,2025-02-03 14:08:44.937521
Nextclade-110816,,,,,88080,,,,,,,,,3,37,mediocre,,,nextclade 2.4.0,Consensus-687602,1,2025-02-03 14:08:44.938054,2025-02-03 14:08:44.938055
Nextclade-727001,,,,,89231,20I (Alpha; V1),B.1.1.7,,,,,,,0,7,good,,,nextclade 2.6.0,Consensus-302229,1,2025-02-03 14:08:44.938580,2025-02-03 14:08:44.938582
Nextclade-229950,,,,,88086,20I (Alpha; V1),B.1.1.7,,,,,,,1,28,good,,,nextclade 2.4.0,Consensus-937481,1,2025-02-03 14:08:44.939106,2025-02-03 14:08:44.939107
Nextclade-721740,,,,,88944,20I (Alpha; V1),B.1.1.7,,,,,,,1,57,mediocre,,,nextclade 2.6.0,Consensus-416159,1,2025-02-03 14:08:44.939638,2025-02-03 14:08:44.939639
Nextclade-598464,,,,,88867,,,,,,,,,0,25,good,,,nextclade 2.5.0,Consensus-200090,1,2025-02-03 14:08:44.940172,2025-02-03 14:08:44.940173
Nextclade-605514,,,,,87870,21K (Omicron),BA.1,,,,,,,0,8,good,,,nextclade 2.4.0,Consensus-656347,1,2025-02-03 14:08:44.940698,2025-02-03 14:08:44.940699
Nextclade-409057,,,,,89392,21K (Omicron),BA.1,,,,,,,1,22,good,,,nextclade 2.5.0,Consensus-719231,1,2025-02-03 14:08:44.941225,2025-02-03 14:08:44.941226
Nextclade-895646,,,,,88226,21K (Omicron),BA.1.14,,,,,,,2,12,good,,,nextclade 2.4.0,Consensus-699249,1,2025-02-03 14:08:44.941752,2025-02-03 14:08:44.941753
Nextclade-405937,,,,,89547,21L (Omicron),BA.2,,,,,,,0,24,good,,,nextclade 2.6.0,Consensus-750785,1,2025-02-03 14:08:44.942279,2025-02-03 14:08:44.942280
Nextclade-490457,,,,,88579,21J (Delta),AY.36,,,,,,,0,11,good,,,nextclade 2.5.0,Consensus-776524,1,2025-02-03 14:08:44.942804,2025-02-03 14:08:44.942805
Nextclade-519506,,,,,88741,,,,,,,,,6,21,good,,,nextclade 2.4.0,Consensus-699658,1,2025-02-03 14:08:44.943342,2025-02-03 14:08:44.943343
Nextclade-821173,,,,,88506,21K (Omicron),BA.1.14,,,,,,,2,21,good,,,nextclade 2.4.0,Consensus-417631,1,2025-02-03 14:08:44.943869,2025-02-03 14:08:44.943870
Nextclade-258025,,,,,88820,21J (Delta),B.1.617.2,,,,,,,0,63,mediocre,,,nextclade 2.4.0,Consensus-687147,1,2025-02-03 14:08:44.944391,2025-02-03 14:08:44.944393
Nextclade-578631,,,,,88622,21J (Delta),AY.4,,,,,,,0,8,good,,,nextclade 2.5.0,Consensus-197747,1,2025-02-03 14:08:44.944919,2025-02-03 14:08:44.944920
Nextclade-318522,,,,,89366,21K (Omicron),BA.1,,,,,,,1,13,good,,,nextclade 2.6.0,Consensus-124136,1,2025-02-03 14:08:44.945444,2025-02-03 14:08:44.945445
Nextclade-606155,,,,,89707,20A,B.1.258.11,,,,,,,0,21,good,,,nextclade 2.6.0,Consensus-804576,1,2025-02-03 14:08:44.945969,2025-02-03 14:08:44.945970
Nextclade-435539,,,,,88844,21I (Delta),B.1.617.2,,,,,,,1,61,mediocre,,,nextclade 2.5.0,Consensus-989762,1,2025-02-03 14:08:44.946504,2025-02-03 14:08:44.946505
Nextclade-907054,,,,,88834,20A,B.1.160,,,,,,,0,72,mediocre,,,nextclade 2.5.0,Consensus-408027,1,2025-02-03 14:08:44.947032,2025-02-03 14:08:44.947033
Nextclade-799962,,,,,88600,20E (EU1),B.1.177.12,,,,,,,1,8,good,,,nextclade 2.5.0,Consensus-800445,1,2025-02-03 14:08:44.947558,2025-02-03 14:08:44.947559
Nextclade-899872,,,,,89447,20E (EU1),B.1.177.21,,,,,,,0,5,good,,,nextclade 2.5.0,Consensus-450007,1,2025-02-03 14:08:44.948084,2025-02-03 14:08:44.948086
Nextclade-584199,,,,,89679,21L (Omicron),BA.2,,,,,,,1,29,good,,,nextclade 2.5.0,Consensus-547286,1,2025-02-03 14:08:44.948609,2025-02-03 14:08:44.948610
Nextclade-005308,,,,,89406,20I (Alpha; V1),B.1.1.7,,,,,,,2,20,good,,,nextclade 2.5.0,Consensus-463572,1,2025-02-03 14:08:44.949144,2025-02-03 14:08:44.949146
Nextclade-599829,,,,,88579,21J (Delta),AY.4.6,,,,,,,0,18,good,,,nextclade 2.6.0,Consensus-012971,1,2025-02-03 14:08:44.949679,2025-02-03 14:08:44.949680
Nextclade-075729,,,,,89487,21J (Delta),AY.122,,,,,,,1,97,mediocre,,,nextclade 2.5.0,Consensus-650805,1,2025-02-03 14:08:44.950202,2025-02-03 14:08:44.950203
Nextclade-995028,,,,,87880,21L (Omicron),BA.2.9,,,,,,,0,1,good,,,nextclade 2.5.0,Consensus-811684,1,2025-02-03 14:08:44.950728,2025-02-03 14:08:44.950729
Nextclade-916270,,,,,89155,,,,,,,,,0,58,mediocre,,,nextclade 2.5.0,Consensus-753328,1,2025-02-03 14:08:44.951263,2025-02-03 14:08:44.951265
Nextclade-954089,,,,,88240,21J (Delta),AY.120.2.1,,,,,,,0,8,good,,,nextclade 2.4.0,Consensus-609546,1,2025-02-03 14:08:44.951788,2025-02-03 14:08:44.951789
Nextclade-078359,,,,,89463,21J (Delta),AY.122,,,,,,,0,8,good,,,nextclade 2.6.0,Consensus-614377,1,2025-02-03 14:08:44.952313,2025-02-03 14:08:44.952314
Nextclade-823913,,,,,89113,21K (Omicron),BA.1,,,,,,,0,54,mediocre,,,nextclade 2.5.0,Consensus-851904,1,2025-02-03 14:08:44.952838,2025-02-03 14:08:44.952839
Nextclade-941588,,,,,89706,20A,B.1.221,,,,,,,1,7,good,,,nextclade 2.5.0,Consensus-520984,1,2025-02-03 14:08:44.953370,2025-02-03 14:08:44.953371
Nextclade-590893,,,,,89499,,,,,,,,,1,6,good,,,nextclade 2.4.0,Consensus-577409,1,2025-02-03 14:08:44.953907,2025-02-03 14:08:44.953908
Nextclade-987316,,,,,88465,,,,,,,,,3,10,good,,,nextclade 2.6.0,Consensus-267570,1,2025-02-03 14:08:44.954442,2025-02-03 14:08:44.954444
Nextclade-955996,,,,,88304,,,,,,,,,0,6158,bad,,,nextclade 2.6.0,Consensus-575331,1,2025-02-03 14:08:44.954974,2025-02-03 14:08:44.954975
Nextclade-996200,,,,,88419,20A,B.1.258.3,,,,,,,9,28,good,,,nextclade 2.5.0,Consensus-081791,1,2025-02-03 14:08:44.955501,2025-02-03 14:08:44.955503
Nextclade-777324,,,,,88081,21K (Omicron),BA.1,,,,,,,5,25,good,,,nextclade 2.5.0,Consensus-007964,1,2025-02-03 14:08:44.956024,2025-02-03 14:08:44.956025
Nextclade-331718,,,,,89009,21L (Omicron),BA.2,,,,,,,2,23,good,,,nextclade 2.5.0,Consensus-633156,1,2025-02-03 14:08:44.956552,2025-02-03 14:08:44.956553
Nextclade-446509,,,,,88353,21J (Delta),AY.134,,,,,,,0,13,good,,,nextclade 2.5.0,Consensus-504458,1,2025-02-03 14:08:44.957077,2025-02-03 14:08:44.957078
Nextclade-668702,,,,,89265,21J (Delta),B.1.617.2,,,,,,,2,19,good,,,nextclade 2.6.0,Consensus-036909,1,2025-02-03 14:08:44.957605,2025-02-03 14:08:44.957606
Nextclade-862723,,,,,89498,21L (Omicron),BA.2.9,,,,,,,2,18,good,,,nextclade 2.6.0,Consensus-698520,1,2025-02-03 14:08:44.958130,2025-02-03 14:08:44.958131
Nextclade-256328,,,,,88483,,,,,,,,,0,29,good,,,nextclade 2.5.0,Consensus-151525,1,2025-02-03 14:08:44.958666,2025-02-03 14:08:44.958667
Nextclade-672388,,,,,88397,20E (EU1),B.1.177,,,,,,,0,2,good,,,nextclade 2.6.0,Consensus-278490,1,2025-02-03 14:08:44.959194,2025-02-03 14:08:44.959195
Nextclade-608593,,,,,88121,21K (Omicron),BA.1.1,,,,,,,0,4,good,,,nextclade 2.4.0,Consensus-010966,1,2025-02-03 14:08:44.959723,2025-02-03 14:08:44.959724
Nextclade-073926,,,,,88843,20A,B.1.221,,,,,,,1,6,good,,,nextclade 2.4.0,Consensus-252347,1,2025-02-03 14:08:44.960247,2025-02-03 14:08:44.960249
Nextclade-884403,,,,,88658,20E (EU1),B.1.177.46,,,,,,,1,13,good,,,nextclade 2.5.0,Consensus-932732,1,2025-02-03 14:08:44.960773,2025-02-03 14:08:44.960774
Nextclade-468772,,,,,89696,21K (Omicron),BA.1.17.2,,,,,,,0,82,mediocre,,,nextclade 2.5.0,Consensus-747850,1,2025-02-03 14:08:44.961302,2025-02-03 14:08:44.961304
Nextclade-053031,,,,,88092,20I (Alpha; V1),B.1.1.7,,,,,,,0,49,mediocre,,,nextclade 2.6.0,Consensus-797606,1,2025-02-03 14:08:44.961829,2025-02-03 14:08:44.961830
Nextclade-964342,,,,,88944,21J (Delta),AY.7.1,,,,,,,0,20,good,,,nextclade 2.4.0,Consensus-027487,1,2025-02-03 14:08:44.962356,2025-02-03 14:08:44.962357
Nextclade-726922,,,,,89103,21J (Delta),AY.122.6,,,,,,,0,21,good,,,nextclade 2.5.0,Consensus-035265,1,2025-02-03 14:08:44.962879,2025-02-03 14:08:44.962880
Nextclade-433182,,,,,88798,21J (Delta),AY.4.2,,,,,,,0,2,good,,,nextclade 2.6.0,Consensus-066300,1,2025-02-03 14:08:44.963413,2025-02-03 14:08:44.963415
Nextclade-452603,,,,,88363,21J (Delta),AY.4,,,,,,,1,8,good,,,nextclade 2.6.0,Consensus-169087,1,2025-02-03 14:08:44.963941,2025-02-03 14:08:44.963942
