BatchSource,DateSampling,WhoVariant,LineagesOfInterest,lineage,UnaliasedPango,Nextclade_pango,clade,weight
Asgard,2022-01-08,Omicron,BA.2,BA.2.9,B.1.1.529.2.9,BA.2.9,21L (Omicron),7
Hogwarts,2022-01-08,NULL,NULL,BA.2,XZ,XZ,recombinant,2
Pandora,2022-01-08,Omicron,BA.1,BA.1.1,B.1.1.529.1,BA.1,21K (Omicron),1
Pandora,2022-01-08,Omicron,BA.1,BA.1.18,B.1.1.529.1.18,BA.1.18,21K (Omicron),1
Middle-Earth,2022-01-08,Omicron,BA.2,BA.2.9,B.1.1.529.2.9,BA.2.9,21L (Omicron),2
Hogwarts,2022-01-08,NULL,NULL,NULL,NULL,NULL,NULL,190
Asgard,2022-01-08,Omicron,BA.1,BA.1,B.1.1.529.1,BA.1,21K (Omicron),7
Narnia,2022-01-08,Omicron,BA.2,BA.2.9,B.1.1.529.2.9,BA.2.9,21L (Omicron),2
Gilead,2022-01-08,Omicron,BA.1,BA.1.13,B.1.1.529.1.13,BA.1.13,21K (Omicron),1
Middle-Earth,2022-01-08,Omicron,BA.1,BA.1.14,B.1.1.529.1.9,BA.1.9,21K (Omicron),1
Hogwarts,2022-01-08,NULL,NULL,BA.2,XAB,XAB,recombinant,1
Gilead,2022-01-08,Omicron,BA.2,BA.2.9.5,B.1.1.529.2.9,BA.2.9,21L (Omicron),1
Hogwarts,2022-01-08,Delta,Delta,AY.4.6,B.1.617.2.4.6,AY.4.6,21J (Delta),2
Hogwarts,2022-01-08,Omicron,BA.1,BA.1.15,B.1.1.529.1.15,BA.1.15,21K (Omicron),9
Asgard,2022-01-09,Omicron,BA.1,BA.1.15,B.1.1.529.1.15,BA.1.15,21K (Omicron),1
Gilead,2022-01-09,Delta,Delta,AY.126,B.1.617.2,B.1.617.2,21J (Delta),1
Middle-Earth,2022-01-09,Delta,Delta,AY.4.2,B.1.617.2.4.2,AY.4.2,21J (Delta),2
Asgard,2022-01-09,Delta,Delta,AY.4.2,B.1.617.2.4.2,AY.4.2,21J (Delta),1
Middle-Earth,2022-01-09,NULL,NULL,NULL,NULL,NULL,NULL,36
Hogwarts,2022-01-09,Omicron,Omicron,BA.2,B.1.1.529,B.1.1.529,21M (Omicron),7
Asgard,2022-01-09,Omicron,BA.1,BA.1,B.1.1.529.1,BA.1,21K (Omicron),10
Narnia,2022-01-09,Delta,Delta,AY.122,B.1.617.2.122,AY.122,21J (Delta),1
Middle-Earth,2022-01-09,Omicron,BA.2,BA.2.9,B.1.1.529.2.9,BA.2.9,21L (Omicron),18
Narnia,2022-01-09,Omicron,BA.1,BA.1.1,B.1.1.529.1.1,BA.1.1,21K (Omicron),2
Pandora,2022-01-09,Delta,Delta,AY.4,B.1.617.2.4,AY.4,21J (Delta),1
Hogwarts,2022-01-09,Omicron,BA.1,BA.1.17.2,B.1.1.529.1.17.2,BA.1.17.2,21K (Omicron),46
Wakanda,2022-01-09,Delta,Delta,AY.36,B.1.617.2.36,AY.36,21J (Delta),1
Pandora,2022-01-09,NULL,NULL,BA.2,XE,XE,recombinant,2
Gilead,2022-01-09,Omicron,BA.1,BA.1.1,B.1.1.529.1.1,BA.1.1,21K (Omicron),3
Hogwarts,2022-01-09,Delta,Delta,AY.129,B.1.617.2.129,AY.129,21J (Delta),1
Middle-Earth,2022-01-09,Omicron,BA.2,BA.2.9.3,B.1.1.529.2.9,BA.2.9,21L (Omicron),1
Hogwarts,2022-01-09,NULL,NULL,B.1.1,B.1,B.1,20A,1
Asgard,2022-01-09,Omicron,BA.1,BA.1.17,B.1.1.529.1.17,BA.1.17,21K (Omicron),1
Gilead,2022-01-09,Omicron,BA.1,BA.1.17.2,B.1.1.529.1.17,BA.1.17,21K (Omicron),1
Hogwarts,2022-01-09,Omicron,BA.1,BA.1,B.1.1.529.1,BA.1,21K (Omicron),138
Hogwarts,2022-01-09,Omicron,BA.2,BA.2.51,B.1.1.529.2.51,BA.2.51,21L (Omicron),1
Pandora,2022-01-09,Delta,Delta,AY.98,B.1.617.2.43,AY.43,21J (Delta),1
Narnia,2022-01-09,Omicron,BA.1,BA.1.17.2,B.1.1.529.1.17.2,BA.1.17.2,21K (Omicron),2
Pandora,2022-01-09,Omicron,BA.1,BA.1.1.15,B.1.1.529.1.1.15,BA.1.1.15,21K (Omicron),1
Hogwarts,2022-01-09,Omicron,BA.1,BA.1.18,B.1.1.529.1.18,BA.1.18,21K (Omicron),4
Asgard,2022-01-09,NULL,NULL,NULL,NULL,NULL,NULL,12
Hogwarts,2022-01-09,Omicron,Omicron,BA.1,B.1.1.529,B.1.1.529,21M (Omicron),2
Pandora,2022-01-09,Omicron,BA.1,BA.1.17,B.1.1.529.1.17,BA.1.17,21K (Omicron),1
Narnia,2022-01-09,Omicron,BA.2,BA.2.9,B.1.1.529.2.9,BA.2.9,21L (Omicron),3
Pandora,2022-01-09,Omicron,BA.1,BA.1,B.1.1.529.1,BA.1,21K (Omicron),29
Middle-Earth,2022-01-09,Omicron,BA.1,BA.1.21,B.1.1.529.1.9,BA.1.9,21K (Omicron),1
Asgard,2022-01-09,Omicron,BA.2,BA.2,B.1.1.529.2,BA.2,21L (Omicron),13
Narnia,2022-01-09,NULL,NULL,NULL,NULL,NULL,NULL,10
Hogwarts,2022-01-09,Omicron,BA.1,BA.1.15.1,B.1.1.529.1.15.1,BA.1.15.1,21K (Omicron),4
Middle-Earth,2022-01-09,Omicron,BA.1,BA.1,B.1.1.529.1.9,BA.1.9,21K (Omicron),20
Pandora,2022-01-09,NULL,NULL,NULL,NULL,NULL,NULL,17
Hogwarts,2022-01-09,Omicron,BA.1,BA.1.14,B.1.1.529.1.14,BA.1.14,21K (Omicron),9
Wakanda,2022-01-09,Omicron,BA.2,BA.2.9,B.1.1.529.2.9,BA.2.9,21L (Omicron),2
Pandora,2022-01-09,Omicron,BA.1,BA.1.21,B.1.1.529.1.21,BA.1.21,21K (Omicron),1
Middle-Earth,2022-01-09,Delta,Delta,AY.4,B.1.617.2.4,AY.4,21J (Delta),1
Middle-Earth,2022-01-09,Omicron,BA.1,BA.1.15.1,B.1.1.529.1.15.1,BA.1.15.1,21K (Omicron),2
Hogwarts,2022-01-09,Delta,Delta,AY.46.6,B.1.617.2.46.6,AY.46.6,21J (Delta),1
Hogwarts,2022-01-09,NULL,NULL,XH,XH,XH,recombinant,1
Narnia,2022-01-09,Delta,Delta,AY.4,B.1.617.2.4,AY.4,21J (Delta),1
Hogwarts,2022-01-09,Omicron,BA.1,BA.1.19,B.1.1.529.1.19,BA.1.19,21K (Omicron),4
Hogwarts,2022-01-09,Omicron,BA.1,BA.1.15,B.1.1.529.1.15,BA.1.15,21K (Omicron),7
Hogwarts,2022-01-09,NULL,NULL,NULL,NULL,NULL,NULL,183
Hogwarts,2022-01-09,NULL,NULL,BA.2,XZ,XZ,recombinant,1
Hogwarts,2022-01-09,Delta,Delta,AY.36,B.1.617.2.36,AY.36,21J (Delta),1
Gilead,2022-01-09,Omicron,BA.1,BA.1.17,B.1.1.529.1.17,BA.1.17,21K (Omicron),6
Hogwarts,2022-01-09,Omicron,BA.1,BA.1.1.1,B.1.1.529.1.1.1,BA.1.1.1,21K (Omicron),5
Hogwarts,2022-01-09,Omicron,BA.1,BA.1.12,B.1.1.529.1.12,BA.1.12,21K (Omicron),1
Pandora,2022-01-09,Delta,Delta,AY.43,B.1.617.2.43,AY.43,21J (Delta),1
Narnia,2022-01-09,Omicron,BA.1,BA.1.13,B.1.1.529.1.13,BA.1.13,21K (Omicron),1
Middle-Earth,2022-01-09,Omicron,BA.1,BA.1,B.1.1.529.1,BA.1,21K (Omicron),30
Gilead,2022-01-09,NULL,NULL,NULL,NULL,NULL,NULL,13
Hogwarts,2022-01-09,Delta,Delta,AY.4.6,B.1.617.2.4.6,AY.4.6,21J (Delta),2
Narnia,2022-01-09,Delta,Delta,AY.127,B.1.617.2.127,AY.127,21J (Delta),2
Asgard,2022-01-09,Omicron,BA.1,BA.1.17.2,B.1.1.529.1.17.2,BA.1.17.2,21K (Omicron),1
Pandora,2022-01-09,Omicron,BA.1,BA.1.1,B.1.1.529.1.1,BA.1.1,21K (Omicron),1
Hogwarts,2022-01-09,Omicron,BA.1,BA.1.17,B.1.1.529.1,BA.1,21K (Omicron),1
Hogwarts,2022-01-09,Delta,Delta,AY.111,B.1.617.2.111,AY.111,21J (Delta),2
Narnia,2022-01-09,Omicron,BA.2,BA.2,B.1.1.529.2,BA.2,21L (Omicron),11
Hogwarts,2022-01-09,Omicron,BA.1,BA.1.1.15,B.1.1.529.1.1.15,BA.1.1.15,21K (Omicron),1
Middle-Earth,2022-01-09,Delta,Delta,B.1.617.2,B.1.617.2,B.1.617.2,21I (Delta),1
Hogwarts,2022-01-09,Omicron,BA.1,BA.1.17,B.1.1.529.1.17,BA.1.17,21K (Omicron),11
Gilead,2022-01-09,Omicron,BA.1,BA.1.19,B.1.1.529.1.19,BA.1.19,21K (Omicron),4
Pandora,2022-01-09,Omicron,BA.2,BA.2.9,B.1.1.529.2.9,BA.2.9,21L (Omicron),4
Hogwarts,2022-01-09,Omicron,BA.1,BA.1.21,B.1.1.529.1.21,BA.1.21,21K (Omicron),1
Hogwarts,2022-01-09,Omicron,BA.1,BA.1.20,B.1.1.529.1.20,BA.1.20,21K (Omicron),1
Pandora,2022-01-09,Omicron,BA.1,BA.1.14,B.1.1.529.1.14,BA.1.14,21K (Omicron),1
Hogwarts,2022-01-09,Delta,Delta,AY.4,B.1.617.2,B.1.617.2,21J (Delta),1
Hogwarts,2022-01-09,Omicron,BA.2,BA.2.9,B.1.1.529.2.9,BA.2.9,21L (Omicron),45
Wakanda,2022-01-09,Omicron,BA.1,BA.1,B.1.1.529.1,BA.1,21K (Omicron),1
Hogwarts,2022-01-09,Omicron,BA.1,BA.1.1,B.1.1.529.1.1,BA.1.1,21K (Omicron),24
Wakanda,2022-01-09,Omicron,BA.2,BA.2,B.1.1.529.2,BA.2,21L (Omicron),2
Middle-Earth,2022-01-09,Omicron,BA.1,BA.1.18,B.1.1.529.1.18,BA.1.18,21K (Omicron),1
Middle-Earth,2022-01-09,Omicron,BA.1,BA.1.14.2,B.1.1.529.1.14.2,BA.1.14.2,21K (Omicron),1
Middle-Earth,2022-01-09,Omicron,BA.1,BA.1.14,B.1.1.529.1.14,BA.1.14,21K (Omicron),5
Asgard,2022-01-09,Omicron,BA.2,BA.2.9,B.1.1.529.2.9,BA.2.9,21L (Omicron),4
Hogwarts,2022-01-09,Delta,Delta,AY.46.6,B.1.617.2.46,AY.46,21J (Delta),1
Gilead,2022-01-09,Omicron,BA.2,BA.2,B.1.1.529.2,BA.2,21L (Omicron),24
Middle-Earth,2022-01-09,Omicron,BA.1,BA.1.1,B.1.1.529.1.1,BA.1.1,21K (Omicron),3
Hogwarts,2022-01-09,Delta,Delta,AY.122,B.1.617.2.122,AY.122,21J (Delta),2
Middle-Earth,2022-01-09,Omicron,BA.1,BA.1.14,B.1.1.529.1.9,BA.1.9,21K (Omicron),2
Hogwarts,2022-01-09,Delta,Delta,AY.43,B.1.617.2.43,AY.43,21J (Delta),3
Narnia,2022-01-09,Omicron,BA.1,BA.1,B.1.1.529.1,BA.1,21K (Omicron),9
Pandora,2022-01-09,Omicron,BA.2,BA.2,B.1.1.529.2,BA.2,21L (Omicron),32
Middle-Earth,2022-01-09,Omicron,BA.2,BA.2,B.1.1.529.2.22,BA.2.22,21L (Omicron),1
Hogwarts,2022-01-09,Delta,Delta,AY.4.2,B.1.617.2.4.2,AY.4.2,21J (Delta),2
Middle-Earth,2022-01-09,Omicron,BA.2,BA.2,B.1.1.529.2,BA.2,21L (Omicron),37
Gilead,2022-01-09,Omicron,BA.1,BA.1.14,B.1.1.529.1.14,BA.1.14,21K (Omicron),1
Gilead,2022-01-09,Omicron,BA.2,BA.2.9,B.1.1.529.2.9,BA.2.9,21L (Omicron),6
Gilead,2022-01-09,Omicron,BA.1,BA.1,B.1.1.529.1,BA.1,21K (Omicron),18
Pandora,2022-01-09,Omicron,BA.2,BA.2,B.1.1.529.2.22,BA.2.22,21L (Omicron),1
Hogwarts,2022-01-09,Omicron,BA.2,BA.2.9.5,B.1.1.529.2.9,BA.2.9,21L (Omicron),3
Pandora,2022-01-09,Omicron,BA.1,BA.1.17.2,B.1.1.529.1.17.2,BA.1.17.2,21K (Omicron),2
Hogwarts,2022-01-09,Omicron,BA.2,BA.2,B.1.1.529.2,BA.2,21L (Omicron),115
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.10,B.1.1.529.1.10,BA.1.10,21K (Omicron),1
Pandora,2022-01-10,Omicron,BA.1,BA.1.1.1,B.1.1.529.1.1.1,BA.1.1.1,21K (Omicron),1
Pandora,2022-01-10,Omicron,BA.1,BA.1.17,B.1.1.529.1.17,BA.1.17,21K (Omicron),5
Gilead,2022-01-10,Omicron,BA.1,BA.1.17.2,B.1.1.529.1.17,BA.1.17,21K (Omicron),4
Hogwarts,2022-01-10,NULL,NULL,NULL,NULL,NULL,NULL,154
Middle-Earth,2022-01-10,Omicron,BA.2,BA.2,B.1.1.529.2,BA.2,21L (Omicron),72
Hogwarts,2022-01-10,Omicron,BA.2,BA.2,B.1.1.529.2.22,BA.2.22,21L (Omicron),7
Narnia,2022-01-10,Omicron,BA.2,BA.2,B.1.1.529.2,BA.2,21L (Omicron),4
Asgard,2022-01-10,Omicron,BA.1,BA.1.19,B.1.1.529.1.19,BA.1.19,21K (Omicron),1
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.17.2,B.1.1.529.1.17.2,BA.1.17.2,21K (Omicron),103
Middle-Earth,2022-01-10,NULL,NULL,NULL,NULL,NULL,NULL,61
Pandora,2022-01-10,Omicron,BA.1,BA.1.14,B.1.1.529.1.14,BA.1.14,21K (Omicron),2
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.8,B.1.1.529.1.8,BA.1.8,21K (Omicron),3
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.17,B.1.1.529.1.17,BA.1.17,21K (Omicron),26
Hogwarts,2022-01-10,Omicron,BA.2,BA.2.9.5,B.1.1.529.2.9,BA.2.9,21L (Omicron),8
Narnia,2022-01-10,Omicron,BA.1,BA.1.17.2,B.1.1.529.1,BA.1,21K (Omicron),1
Pandora,2022-01-10,Omicron,BA.1,BA.1.15,B.1.1.529.1.15,BA.1.15,21K (Omicron),1
Wakanda,2022-01-10,Omicron,BA.1,BA.1,B.1.1.529.1,BA.1,21K (Omicron),2
Narnia,2022-01-10,Omicron,BA.1,BA.1,B.1.1.529.1,BA.1,21K (Omicron),5
Hogwarts,2022-01-10,Omicron,BA.2,BA.2,B.1.1.529.2,BA.2,21L (Omicron),522
Hogwarts,2022-01-10,Delta,Delta,AY.4.2.1,B.1.617.2.4.2.1,AY.4.2.1,21J (Delta),1
Narnia,2022-01-10,Omicron,BA.1,BA.1.1,B.1.1.529.1,BA.1,21K (Omicron),2
Hogwarts,2022-01-10,Delta,Delta,AY.111,B.1.617.2.111,AY.111,21J (Delta),1
Gilead,2022-01-10,Omicron,BA.1,BA.1,B.1.1.529.1,BA.1,21K (Omicron),50
Hogwarts,2022-01-10,Delta,Delta,AY.121,B.1.617.2.121,AY.121,21J (Delta),1
Hogwarts,2022-01-10,Delta,Delta,AY.36,B.1.617.2.36,AY.36,21J (Delta),1
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.1,B.1.1.529.1.1,BA.1.1,21K (Omicron),74
Narnia,2022-01-10,Omicron,BA.1,BA.1.1,B.1.1.529.1.1,BA.1.1,21K (Omicron),1
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.1.1,B.1.1.529.1,BA.1,21K (Omicron),1
Middle-Earth,2022-01-10,Omicron,BA.1,BA.1.14,B.1.1.529.1.14,BA.1.14,21K (Omicron),3
Asgard,2022-01-10,Omicron,BA.2,BA.2.9,B.1.1.529.2.9,BA.2.9,21L (Omicron),4
Narnia,2022-01-10,NULL,NULL,NULL,NULL,NULL,NULL,7
Narnia,2022-01-10,Omicron,BA.1,BA.1.15,B.1.1.529.1.15,BA.1.15,21K (Omicron),1
Hogwarts,2022-01-10,Delta,Delta,AY.4,B.1.617.2.4,AY.4,21J (Delta),2
Asgard,2022-01-10,Omicron,BA.1,BA.1.21,B.1.1.529.1.21,BA.1.21,21K (Omicron),2
Middle-Earth,2022-01-10,Omicron,BA.2,BA.2.9,B.1.1.529.2.9,BA.2.9,21L (Omicron),22
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.15.1,B.1.1.529.1.15.1,BA.1.15.1,21K (Omicron),2
Wakanda,2022-01-10,Omicron,BA.2,BA.2,B.1.1.529.2,BA.2,21L (Omicron),1
Pandora,2022-01-10,NULL,NULL,XH,XH,XH,recombinant,1
Middle-Earth,2022-01-10,NULL,NULL,XH,XH,XH,recombinant,5
Asgard,2022-01-10,Omicron,BA.1,BA.1,B.1.1.529.1,BA.1,21K (Omicron),4
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.21,B.1.1.529.1.21,BA.1.21,21K (Omicron),10
Hogwarts,2022-01-10,Omicron,BA.1,BA.1,B.1.1.529.1.1,BA.1.1,21K (Omicron),1
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.17.2,B.1.1.529.1,BA.1,21K (Omicron),1
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.1,B.1.1.529.1,BA.1,21K (Omicron),3
Hogwarts,2022-01-10,Omicron,Omicron,BA.2,B.1.1.529,B.1.1.529,21M (Omicron),9
Gilead,2022-01-10,Omicron,BA.2,BA.2.9,B.1.1.529.2.9,BA.2.9,21L (Omicron),15
Hogwarts,2022-01-10,Delta,Delta,AY.98.1,B.1.617.2.98.1,AY.98.1,21J (Delta),1
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.1.16,B.1.1.529.1.1.16,BA.1.1.16,21K (Omicron),1
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.17,B.1.1.529.1,BA.1,21K (Omicron),1
Hogwarts,2022-01-10,Omicron,BA.2,BA.2.51,B.1.1.529.2.51,BA.2.51,21L (Omicron),2
Pandora,2022-01-10,Omicron,BA.1,BA.1.17.2,B.1.1.529.1.17.2,BA.1.17.2,21K (Omicron),2
Hogwarts,2022-01-10,Delta,Delta,AY.122,B.1.617.2.122,AY.122,21J (Delta),4
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.1.11,B.1.1.529.1.1.11,BA.1.1.11,21K (Omicron),1
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.1.15,B.1.1.529.1.1.15,BA.1.1.15,21K (Omicron),4
Hogwarts,2022-01-10,NULL,NULL,BA.2.9,XZ,XZ,recombinant,1
Middle-Earth,2022-01-10,Omicron,BA.1,BA.1,B.1.1.529.1,BA.1,21K (Omicron),47
Pandora,2022-01-10,Omicron,BA.1,BA.1,B.1.1.529.1,BA.1,21K (Omicron),48
Narnia,2022-01-10,Delta,Delta,AY.43,B.1.617.2.43,AY.43,21J (Delta),1
Gilead,2022-01-10,Omicron,BA.1,BA.1.1.1,B.1.1.529.1.1.1,BA.1.1.1,21K (Omicron),1
Hogwarts,2022-01-10,Omicron,Omicron,BA.1,B.1.1.529,B.1.1.529,21M (Omicron),1
Gilead,2022-01-10,Omicron,BA.1,BA.1.1,B.1.1.529.1.1,BA.1.1,21K (Omicron),5
Gilead,2022-01-10,NULL,NULL,NULL,NULL,NULL,NULL,4
Hogwarts,2022-01-10,NULL,NULL,XH,XH,XH,recombinant,1
Pandora,2022-01-10,Omicron,BA.2,BA.2.9,B.1.1.529.2.9,BA.2.9,21L (Omicron),19
Narnia,2022-01-10,Delta,Delta,AY.4,B.1.617.2.4,AY.4,21J (Delta),2
Asgard,2022-01-10,NULL,NULL,NULL,NULL,NULL,NULL,16
Hogwarts,2022-01-10,Delta,Delta,AY.4.2,B.1.617.2.4.2,AY.4.2,21J (Delta),1
Narnia,2022-01-10,Omicron,BA.2,BA.2,B.1.1.529.2.9,BA.2.9,21L (Omicron),1
Gilead,2022-01-10,Omicron,BA.1,BA.1.17,B.1.1.529.1.17,BA.1.17,21K (Omicron),1
Middle-Earth,2022-01-10,Omicron,BA.1,BA.1.14,B.1.1.529.1.9,BA.1.9,21K (Omicron),1
Pandora,2022-01-10,Delta,Delta,AY.4.6,B.1.617.2.4.6,AY.4.6,21J (Delta),1
Hogwarts,2022-01-10,Delta,Delta,B.1.617.2,B.1.617.2,B.1.617.2,21J (Delta),1
Gilead,2022-01-10,Omicron,BA.2,BA.2,B.1.1.529.2,BA.2,21L (Omicron),24
Middle-Earth,2022-01-10,Omicron,BA.1,BA.1.1,B.1.1.529.1.9,BA.1.9,21K (Omicron),1
Pandora,2022-01-10,Omicron,BA.2,BA.2.34,B.1.1.529.2,BA.2,21L (Omicron),2
Narnia,2022-01-10,Omicron,BA.2,BA.2.9,B.1.1.529.2.9,BA.2.9,21L (Omicron),6
Narnia,2022-01-10,Omicron,BA.1,BA.1.17,B.1.1.529.1.17,BA.1.17,21K (Omicron),1
Agrabah,2022-01-10,NULL,NULL,NULL,NULL,NULL,NULL,4
Gilead,2022-01-10,Omicron,BA.1,BA.1.19,B.1.1.529.1.19,BA.1.19,21K (Omicron),6
Pandora,2022-01-10,Omicron,BA.1,BA.1.1,B.1.1.529.1.1,BA.1.1,21K (Omicron),5
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.1.15,B.1.1.529.1.1,BA.1.1,21K (Omicron),1
Asgard,2022-01-10,Omicron,BA.1,BA.1.14.2,B.1.1.529.1.14.2,BA.1.14.2,21K (Omicron),1
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.13,B.1.1.529.1.13,BA.1.13,21K (Omicron),3
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.19,B.1.1.529.1.19,BA.1.19,21K (Omicron),19
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.18,B.1.1.529.1.18,BA.1.18,21K (Omicron),13
Middle-Earth,2022-01-10,Omicron,BA.1,BA.1.15,B.1.1.529.1.15,BA.1.15,21K (Omicron),2
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.12,B.1.1.529.1.12,BA.1.12,21K (Omicron),4
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.14,B.1.1.529.1.14,BA.1.14,21K (Omicron),15
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.21,B.1.1.529.1,BA.1,21K (Omicron),4
Hogwarts,2022-01-10,Delta,Delta,AY.43,B.1.617.2.43,AY.43,21J (Delta),4
Middle-Earth,2022-01-10,Omicron,BA.2,BA.2.36,B.1.1.529.2,BA.2,21L (Omicron),1
Asgard,2022-01-10,Omicron,BA.2,BA.2,B.1.1.529.2,BA.2,21L (Omicron),8
Narnia,2022-01-10,Omicron,BA.1,BA.1.17.2,B.1.1.529.1.17.2,BA.1.17.2,21K (Omicron),11
Wakanda,2022-01-10,NULL,NULL,NULL,NULL,NULL,NULL,2
Pandora,2022-01-10,Omicron,BA.1,BA.1.19,B.1.1.529.1.19,BA.1.19,21K (Omicron),1
Hogwarts,2022-01-10,Delta,Delta,AY.134,B.1.617.2.134,AY.134,21J (Delta),1
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.17.2,B.1.1.529.1.17.2.1,BD.1,21K (Omicron),1
Agrabah,2022-01-10,Omicron,BA.1,BA.1,B.1.1.529.1,BA.1,21K (Omicron),4
Hogwarts,2022-01-10,Delta,Delta,AY.7.1,B.1.617.2.7.1,AY.7.1,21J (Delta),1
Middle-Earth,2022-01-10,Omicron,BA.2,BA.2.9.3,B.1.1.529.2.9,BA.2.9,21L (Omicron),1
Middle-Earth,2022-01-10,Omicron,BA.1,BA.1,B.1.1.529.1.9,BA.1.9,21K (Omicron),20
Middle-Earth,2022-01-10,Omicron,BA.1,BA.1.17,B.1.1.529.1.17,BA.1.17,21K (Omicron),2
Middle-Earth,2022-01-10,Omicron,BA.1,BA.1.1,B.1.1.529.1.1,BA.1.1,21K (Omicron),6
Pandora,2022-01-10,Delta,Delta,AY.4.2,B.1.617.2.4.2,AY.4.2,21J (Delta),1
Hogwarts,2022-01-10,Delta,Delta,AY.43.6,B.1.617.2.43.6,AY.43.6,21J (Delta),2
Middle-Earth,2022-01-10,Omicron,BA.1,BA.1.17,B.1.1.529.1.9,BA.1.9,21K (Omicron),1
Narnia,2022-01-10,Delta,Delta,B.1.617.2,B.1.617.2,B.1.617.2,21J (Delta),1
Narnia,2022-01-10,Omicron,BA.1,BA.1.18,B.1.1.529.1.18,BA.1.18,21K (Omicron),9
Asgard,2022-01-10,NULL,NULL,B,B,B,19A,1
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.1.1,B.1.1.529.1.1.1,BA.1.1.1,21K (Omicron),14
Hogwarts,2022-01-10,Delta,Delta,AY.121.1,B.1.617.2.121.1,AY.121.1,21J (Delta),3
Agrabah,2022-01-10,Omicron,BA.1,BA.1.18,B.1.1.529.1.18,BA.1.18,21K (Omicron),2
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.15,B.1.1.529.1.15,BA.1.15,21K (Omicron),21
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.20,B.1.1.529.1.20,BA.1.20,21K (Omicron),2
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.6,B.1.1.529.1.6,BA.1.6,21K (Omicron),2
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.16,B.1.1.529.1.16,BA.1.16,21K (Omicron),1
Hogwarts,2022-01-10,Omicron,BA.1,BD.1,B.1.1.529.1.17.2.1,BD.1,21K (Omicron),1
Middle-Earth,2022-01-10,Omicron,BA.1,B.1.1.529,B.1.1.529.1,BA.1,21K (Omicron),1
Hogwarts,2022-01-10,Omicron,BA.2,BA.2.9,B.1.1.529.2.9,BA.2.9,21L (Omicron),165
Hogwarts,2022-01-10,Omicron,BA.2,BA.2.9,B.1.1.529.2,BA.2,21L (Omicron),1
Hogwarts,2022-01-10,Delta,Delta,AY.4,B.1.617.2,B.1.617.2,21J (Delta),1
Pandora,2022-01-10,Omicron,BA.1,BA.1.18,B.1.1.529.1.18,BA.1.18,21K (Omicron),1
Middle-Earth,2022-01-10,Omicron,BA.1,BA.1.1.1,B.1.1.529.1.1.1,BA.1.1.1,21K (Omicron),2
Agrabah,2022-01-10,Omicron,BA.2,BA.2,B.1.1.529.2,BA.2,21L (Omicron),2
Hogwarts,2022-01-10,NULL,NULL,BA.2,XN,XN,recombinant,1
Pandora,2022-01-10,Omicron,BA.1,BA.1.8,B.1.1.529.1.8,BA.1.8,21K (Omicron),3
Pandora,2022-01-10,Omicron,BA.1,BA.1.1,B.1.1.529.1,BA.1,21K (Omicron),1
Pandora,2022-01-10,Omicron,BA.2,BA.2,B.1.1.529.2,BA.2,21L (Omicron),42
Hogwarts,2022-01-10,Omicron,BA.1,BA.1,B.1.1.529.1,BA.1,21K (Omicron),501
Hogwarts,2022-01-10,Delta,Delta,AY.127,B.1.617.2.127,AY.127,21J (Delta),2
Hogwarts,2022-01-10,NULL,NULL,BA.2,XZ,XZ,recombinant,1
Pandora,2022-01-10,NULL,NULL,NULL,NULL,NULL,NULL,26
Hogwarts,2022-01-10,Omicron,BA.1,BA.1.1.14,B.1.1.529.1.1.14,BA.1.1.14,21K (Omicron),1
Gilead,2022-01-10,Omicron,BA.1,BA.1.1.1,B.1.1.529.1.1,BA.1.1,21K (Omicron),1
Gilead,2022-01-10,Omicron,BA.1,BA.1.1.10,B.1.1.529.1.1.10,BA.1.1.10,21K (Omicron),1
Agrabah,2022-01-11,Omicron,BA.1,BA.1,B.1.1.529.1,BA.1,21K (Omicron),12
Narnia,2022-01-11,Omicron,BA.1,BA.1.19,B.1.1.529.1.19,BA.1.19,21K (Omicron),1
